Date,Price,Pop
2020-07-28 19:56:12.702275,74.6,237913
2020-07-28 19:56:28.166043,74.6,237913
2020-07-28 19:56:43.619199,74.6,237913
2020-07-28 19:56:59.073318,74.6,237913
2020-07-28 19:57:14.530188,74.6,237913
2020-07-28 19:57:29.972660,74.6,237913
2020-07-28 19:57:45.424663,74.6,237913
2020-07-28 19:58:00.860980,74.6,237913
2020-07-28 19:58:16.296579,74.6,237913
2020-07-28 19:58:31.747086,74.6,237913
2020-07-28 19:58:47.182237,74.59,237913
2020-07-28 19:59:02.615905,74.59,237913
2020-07-28 19:59:18.063215,74.6,237913
2020-07-28 19:59:33.498832,74.59,237913
2020-07-28 19:59:48.977168,74.6,237913
2020-07-28 20:00:04.424649,74.6,237913
2020-07-28 20:00:19.869314,76.6,237913
2020-07-28 20:00:35.351027,76.6,237913
2020-07-28 20:00:50.809858,76.6,237913
2020-07-28 20:01:06.243690,76.6,237913
2020-07-28 20:01:21.692878,76.6,237913
2020-07-28 20:01:37.150440,76.6,237913
2020-07-28 20:01:52.586926,76.6,237913
2020-07-28 20:02:08.022144,76.6,237913
2020-07-28 20:02:23.476271,76.6,237913
Date,Price,Pop
2020-07-28 20:02:38.921713,76.6,237913
